title,description,categoria,titulo_limpo,descricao_limpa,tokens_titulo,tokens_descricao,sentimento_titulo,sentimento_descricao
"Bloquearam minha conta sem motivo algum , Eai agora está no meu cpf que é de [Editado pelo Reclame Aqui] ou fralde , sendo que a. Pessoa que fez isso que é [Editado pelo Reclame Aqui] , agora todas as minhas outras contas quando vai receber pix aparece que é [Editado pelo Reclame Aqui] , tenho todas as provas aqui","Bloquearam minha conta sem motivo , e agora todas as minhaas outras contas estão com suspeita de [Editado pelo Reclame Aqui] ...",Conta,bloquearam minha conta sem motivo algum eai agora está no meu cpf que é de editado pelo reclame aqui ou fralde sendo que a pessoa que fez isso que é editado pelo reclame aqui agora todas as minhas outras contas quando vai receber pix aparece que é editado pelo reclame aqui tenho todas as provas aqui,bloquearam minha conta sem motivo e agora todas as minhaas outras contas estão com suspeita de editado pelo reclame aqui,"['bloque', 'cont', 'motiv', 'algum', 'eai', 'agor', 'cpf', 'edit', 'reclam', 'aqu', 'frald', 'send', 'pesso', 'fez', 'edit', 'reclam', 'aqu', 'agor', 'tod', 'outr', 'cont', 'vai', 'receb', 'pix', 'aparec', 'edit', 'reclam', 'aqu', 'tod', 'prov', 'aqu']","['bloque', 'cont', 'motiv', 'agor', 'tod', 'minha', 'outr', 'cont', 'suspeit', 'edit', 'reclam', 'aqu']",1,1
"[Editado pelo Reclame Aqui],","Boa tarde,eu recbi uma ligação na data de hoje dia 24/02,uma mulher ,dizendo que o meu aplicativo da nubank tinha sido duplic...",Outros,editado pelo reclame aqui,boa tardeeu recbi uma ligação na data de hoje dia uma mulher dizendo que o meu aplicativo da nubank tinha sido duplic,"['edit', 'reclam', 'aqu']","['boa', 'tarde', 'recb', 'lig', 'dat', 'hoj', 'dia', 'mulh', 'diz', 'aplic', 'nubank', 'sid', 'duplic']",5,1
Não desbloqueiam meu cartão de crédito,"Caros! Eu nunca tive conta em banco digital e devido as propagandas do Nubank eu baixei, fiz um pix pra ativar a conta e cheg...",Cartão de Crédito,não desbloqueiam meu cartão de crédito,caros eu nunca tive conta em banco digital e devido as propagandas do nubank eu baixei fiz um pix pra ativar a conta e cheg,"['desbloque', 'cart', 'crédit']","['car', 'nunc', 'cont', 'banc', 'digit', 'dev', 'propagand', 'nubank', 'baix', 'fiz', 'pix', 'pra', 'ativ', 'cont', 'cheg']",1,1
Cobrança indevida.,"Hoje dia 27 de fevereiro de 2024 foi realizado uma cobrança no meu cartão USD 2,99 como Star Cluster Pte. Ltd. Esse valor...",Segurança,cobrança indevida,hoje dia de fevereiro de foi realizado uma cobrança no meu cartão usd como star cluster pte ltd esse valor,"['cobranç', 'indev']","['hoj', 'dia', 'fever', 'realiz', 'cobranç', 'cart', 'usd', 'st', 'clust', 'pte', 'ltd', 'val']",1,1
Meu namorado fez transferência via pix,"Meu namorado fez transferência via pix , só que como foi várias de valor alto , vocês bloquearam a conta dele alegando [Edita...",Pagamentos,meu namorado fez transferência via pix,meu namorado fez transferência via pix só que como foi várias de valor alto vocês bloquearam a conta dele alegando edita,"['namor', 'fez', 'transfer', 'via', 'pix']","['namor', 'fez', 'transfer', 'via', 'pix', 'vár', 'val', 'alt', 'bloque', 'cont', 'aleg', 'edit']",5,1
Caixinha Nubank engana cliente.,"Simplesmente não usem a caixinha da Nubank. Vou lhe dar por experiência própria que, se você tiver uma conta poupança, A SUA ...",Outros,caixinha nubank engana cliente,simplesmente não usem a caixinha da nubank vou lhe dar por experiência própria que se você tiver uma conta poupança a sua,"['caix', 'nubank', 'engan', 'client']","['simples', 'us', 'caix', 'nubank', 'vou', 'dar', 'experi', 'própr', 'cont', 'poupanç']",1,1
Nubank não libera portabilidade de empréstimo consignado para outro banco,"Estou tentando fazer a portabilidade do contrato de empréstimo consignado que tenho no nubank para o banco Facta, contrato nú...",Empréstimo,nubank não libera portabilidade de empréstimo consignado para outro banco,estou tentando fazer a portabilidade do contrato de empréstimo consignado que tenho no nubank para o banco facta contrato nú,"['nubank', 'lib', 'portabil', 'emprést', 'consign', 'outr', 'banc']","['tent', 'faz', 'portabil', 'contrat', 'emprést', 'consign', 'nubank', 'banc', 'fact', 'contrat']",1,1
Lançamento duplicado da fatura sem devolução,"Eu fiz uma compra de 210,80 em 3x e fiz o cancelamento de um item no valor de r$ 40,25. Fizeram a devolução do valor, só que ...",Cartão de Crédito,lançamento duplicado da fatura sem devolução,eu fiz uma compra de em x e fiz o cancelamento de um item no valor de r fizeram a devolução do valor só que,"['lanç', 'duplic', 'fatur', 'devoluç']","['fiz', 'compr', 'fiz', 'cancel', 'it', 'val', 'fiz', 'devoluç', 'val']",1,1
Contestação,Fiz uma compra . Não recebi a mercadoria o Nubank me deu crédito de confiança onde me cobrou tudo agora com a afirmação que a...,Outros,contestação,fiz uma compra não recebi a mercadoria o nubank me deu crédito de confiança onde me cobrou tudo agora com a afirmação que a,['contest'],"['fiz', 'compr', 'receb', 'mercad', 'nubank', 'deu', 'crédit', 'confianç', 'ond', 'cobr', 'tud', 'agor', 'afirm']",1,1
JUROS ABUSIVOS,"Boa tarde!!Dia 21/02/2025 sexta-feira vence minha fatura, só que fiz o pagamento na data 24/02/2025, Segu...",Cartão de Crédito,juros abusivos,boa tardedia sextafeira vence minha fatura só que fiz o pagamento na data segu,"['jur', 'abus']","['boa', 'tarded', 'sextaf', 'venc', 'fatur', 'fiz', 'pag', 'dat', 'segu']",1,4
Negociação de fatura,"Fiquei desempregada no dia 01/01/2025, por isso estou com duas faturas em atraso. Com muito custo consegui juntar um valor pa...",Cartão de Crédito,negociação de fatura,fiquei desempregada no dia por isso estou com duas faturas em atraso com muito custo consegui juntar um valor pa,"['negoci', 'fatur']","['fiq', 'desempreg', 'dia', 'dua', 'fatur', 'atras', 'cust', 'consegu', 'junt', 'val']",4,3
Diminuição no limite sem aviso prévio,"Informo que o banco fez uma prática abusiva que vai de contra ao contrato do banco, pois neste exato momento reduziram meu li...",Cartão de Crédito,diminuição no limite sem aviso prévio,informo que o banco fez uma prática abusiva que vai de contra ao contrato do banco pois neste exato momento reduziram meu li,"['diminu', 'limit', 'avis', 'prévi']","['inform', 'banc', 'fez', 'prát', 'abus', 'vai', 'contr', 'contrat', 'banc', 'poi', 'nest', 'exat', 'moment', 'reduz']",2,1
Compra negada com limite sobrando - vergonha e dano moral,Essa imundície de banco recusa débitos de baixo valor no meu cartão embora eu tenha limite sobrando e sempre pague em dia. Ne...,Cartão de Crédito,compra negada com limite sobrando vergonha e dano moral,essa imundície de banco recusa débitos de baixo valor no meu cartão embora eu tenha limite sobrando e sempre pague em dia ne,"['compr', 'neg', 'limit', 'sobr', 'vergonh', 'dan', 'moral']","['imundíci', 'banc', 'recus', 'débit', 'baix', 'val', 'cart', 'emb', 'limit', 'sobr', 'sempr', 'pag', 'dia']",1,1
Dificuldade de negociação,"Boa tarde.Atualmente, encontro-me com uma dívida junto ao Nubank no valor aproximado de R$ 800,00 e gostaria de s...",Outros,dificuldade de negociação,boa tardeatualmente encontrome com uma dívida junto ao nubank no valor aproximado de r e gostaria de s,"['dificuldad', 'negoci']","['boa', 'tardeat', 'encontrom', 'dív', 'junt', 'nubank', 'val', 'aproxim', 'gost']",1,3
Quero pagar,"Bom, quem usava meu cartão era minha esposa que devido a um acidente nos deixou quinta passada.Diante disto eu as...",Outros,quero pagar,bom quem usava meu cartão era minha esposa que devido a um acidente nos deixou quinta passadadiante disto eu as,"['quer', 'pag']","['bom', 'us', 'cart', 'esp', 'dev', 'acid', 'deix', 'quint', 'passadadi', 'dist']",1,4
Falta de agilidade no processo de abertura de conta PJ,"Estou há mais de 2 meses, tentando abrir uma conta PJ no Nubank, já liguei algumas vezes nesse meio tempo, falaram que a con...",Conta,falta de agilidade no processo de abertura de conta pj,estou há mais de meses tentando abrir uma conta pj no nubank já liguei algumas vezes nesse meio tempo falaram que a con,"['falt', 'agil', 'process', 'abert', 'cont']","['mes', 'tent', 'abr', 'cont', 'nubank', 'lig', 'algum', 'vez', 'ness', 'mei', 'temp', 'fal', 'con']",2,1
O Nu Bank está mandando notificações para nossos clientes que nós somos [Editado pelo Reclame Aqui] e isso é muito grave,"Fazemos vendas diárias através de Pix tanto por conta CPF como pelo nosso CNPJ , e quando um cliente vem em nossa loja ou faz...",Outros,o nu bank está mandando notificações para nossos clientes que nós somos editado pelo reclame aqui e isso é muito grave,fazemos vendas diárias através de pix tanto por conta cpf como pelo nosso cnpj e quando um cliente vem em nossa loja ou faz,"['bank', 'mand', 'notific', 'client', 'edit', 'reclam', 'aqu', 'grav']","['faz', 'vend', 'diár', 'através', 'pix', 'tant', 'cont', 'cpf', 'cnpj', 'client', 'vem', 'loj', 'faz']",1,5
Reativar meu crédito,Fiquei desempregada e n conseguia pagar minha fatura (que no caso era só uma)e assim ficou por um 1mes ou 2meses e depois que...,Cartão de Crédito,reativar meu crédito,fiquei desempregada e n conseguia pagar minha fatura que no caso era só umae assim ficou por um mes ou meses e depois que,"['reativ', 'crédit']","['fiq', 'desempreg', 'consegu', 'pag', 'fatur', 'cas', 'uma', 'assim', 'fic', 'me', 'mes']",5,1
Bloqueio de cartão,"Meu cartão foi bloqueado pós teve um atraso de pagamento,porém foi pago e eles cancelaram meu cartão isso é um absurdo queria...",Cartão de Crédito,bloqueio de cartão,meu cartão foi bloqueado pós teve um atraso de pagamentoporém foi pago e eles cancelaram meu cartão isso é um absurdo queria,"['bloquei', 'cart']","['cart', 'bloque', 'pó', 'atras', 'pagamentoporém', 'pag', 'cancel', 'cart', 'absurd', 'quer']",1,1
INSCRIÇÃO INDEVIDA NO REGISTRATO.,paguei um acordo com o banco. ao entrar no REGISTRATO deparei esse acordo como prejuízo me impossibilitando de conseguir créd...,Segurança,inscrição indevida no registrato,paguei um acordo com o banco ao entrar no registrato deparei esse acordo como prejuízo me impossibilitando de conseguir créd,"['inscr', 'indev', 'registrat']","['pag', 'acord', 'banc', 'entr', 'registrat', 'dep', 'acord', 'prejuíz', 'impossibilit', 'consegu', 'créd']",1,1
Juros exorbitante,"No mês de dezembro, realizei um conversão de limite no valor de 200 reais, a mesma somou um juros de 52 reais, cada parcela f...",Cartão de Crédito,juros exorbitante,no mês de dezembro realizei um conversão de limite no valor de reais a mesma somou um juros de reais cada parcela f,"['jur', 'exorbit']","['mê', 'dezembr', 'realiz', 'convers', 'limit', 'val', 'real', 'mesm', 'som', 'jur', 'real', 'cad', 'parcel']",1,1
"Botão do perfil, Menu, ocultar valores e chat não aparecem.","Minha conta está com algum problema, não aparece na parte superior o botão do perfil que dá acesso ao menu da conta, e por is...",Outros,botão do perfil menu ocultar valores e chat não aparecem,minha conta está com algum problema não aparece na parte superior o botão do perfil que dá acesso ao menu da conta e por is,"['bot', 'perfil', 'menu', 'ocult', 'val', 'chat', 'aparec']","['cont', 'algum', 'problem', 'aparec', 'part', 'superi', 'bot', 'perfil', 'acess', 'menu', 'cont']",1,1
CANCELAMENTO DE CONTA SEM EXPLICAÇÃO E DINHEIRO RETIDO,"MEU FILHO, MENOR DE IDADE, TEM UMA CONTA NO NUBANK QUE DEPOSITAMOS DINHEIRO PARA ELE, ELE SEMPRE UTILIZOU A CONTA PARA SEUS G...",Conta,cancelamento de conta sem explicação e dinheiro retido,meu filho menor de idade tem uma conta no nubank que depositamos dinheiro para ele ele sempre utilizou a conta para seus g,"['cancel', 'cont', 'explic', 'dinh', 'ret']","['filh', 'men', 'idad', 'cont', 'nubank', 'deposit', 'dinh', 'sempr', 'utiliz', 'cont']",1,5
Solicitação de renegociação do meu empréstimo,"Olá, equipe Nubank,Meu nome é *******, CPF *******, e sou cliente de vocês. Estou entrando em contato para solicitar a ...",Empréstimo,solicitação de renegociação do meu empréstimo,olá equipe nubankmeu nome é cpf e sou cliente de vocês estou entrando em contato para solicitar a,"['solicit', 'renegoci', 'emprést']","['olá', 'equip', 'nubankm', 'nom', 'cpf', 'client', 'entr', 'contat', 'solic']",1,1
Enviei um reclamação dia 21,"Eu enviei essa reclamação dia 21 , porém me enviaram um respaldo dia , 24 com uma simulação , e e estou interessado em formal...",Outros,enviei um reclamação dia,eu enviei essa reclamação dia porém me enviaram um respaldo dia com uma simulação e e estou interessado em formal,"['envi', 'reclam', 'dia']","['envi', 'reclam', 'dia', 'porém', 'envi', 'respald', 'dia', 'simul', 'interess', 'formal']",5,1
Cobranças a Parente Gerando Constrangimento,"Estou sendo cobrado vexatoriamente um empréstimo em atraso, estão ligando para meus parentes e vizinhos me cobrando falando a...",Outros,cobranças a parente gerando constrangimento,estou sendo cobrado vexatoriamente um empréstimo em atraso estão ligando para meus parentes e vizinhos me cobrando falando a,"['cobranç', 'parent', 'ger', 'constrang']","['send', 'cobr', 'vexat', 'emprést', 'atras', 'lig', 'parent', 'vi', 'cobr', 'fal']",1,1
"Juros , multa e mora no cartão de crédito","Olá Nubank sempre paguei meu cartão em dia , porém devido a um imprevisto no meu pagamento acumulou duas faturas , porém com ...",Cartão de Crédito,juros multa e mora no cartão de crédito,olá nubank sempre paguei meu cartão em dia porém devido a um imprevisto no meu pagamento acumulou duas faturas porém com,"['jur', 'mult', 'mor', 'cart', 'crédit']","['olá', 'nubank', 'sempr', 'pag', 'cart', 'dia', 'porém', 'dev', 'imprevist', 'pag', 'acumul', 'dua', 'fatur', 'porém']",1,1
Restrito mesmo após pagamento,Paguei o acordo porém ainda está restrito nome na serása sendo que já deu prazo para baixa,Pagamentos,restrito mesmo após pagamento,paguei o acordo porém ainda está restrito nome na serása sendo que já deu prazo para baixa,"['restrit', 'após', 'pag']","['pag', 'acord', 'porém', 'aind', 'restrit', 'nom', 'serás', 'send', 'deu', 'praz', 'baix']",1,1
Pedido não entregue e falta de suporte,"No dia 12/02, realizei uma compra utilizando o Nubank como intermediário, com o pedido sendo vendido e entregue pelas Casas B...",Atendimento,pedido não entregue e falta de suporte,no dia realizei uma compra utilizando o nubank como intermediário com o pedido sendo vendido e entregue pelas casas b,"['ped', 'entreg', 'falt', 'suport']","['dia', 'realiz', 'compr', 'utiliz', 'nubank', 'intermedi', 'ped', 'send', 'vend', 'entreg', 'cas']",1,1
"Nubank, informa canais de atendimento que não funcionam","Estou tentando entrar em contato com o Nubank para negociar minha dívida, porém não estou conseguindo.No aplicati...",Atendimento,nubank informa canais de atendimento que não funcionam,estou tentando entrar em contato com o nubank para negociar minha dívida porém não estou conseguindono aplicati,"['nubank', 'inform', 'canal', 'atend', 'funcion']","['tent', 'entr', 'contat', 'nubank', 'negoci', 'dív', 'porém', 'conseguindon', 'aplicat']",1,1
Eduardo,"Tô quase 5 ano com esse cartão ,pago sempre em dias ...e meu limite não alimenta, limite de 200 reais .fala aí q [Editado pel...",Outros,eduardo,tô quase ano com esse cartão pago sempre em dias e meu limite não alimenta limite de reais fala aí q editado pel,['eduard'],"['quas', 'ano', 'cart', 'pag', 'sempr', 'dia', 'limit', 'aliment', 'limit', 'real', 'fal', 'edit', 'pel']",5,1
Não Tenho Conta,"Recebi mais de uma mensagem de SMS, de empresas dizendo que tenho vantagens por possuir conta e/ou cartão do NUBANK , EU NAO ...",Conta,não tenho conta,recebi mais de uma mensagem de sms de empresas dizendo que tenho vantagens por possuir conta eou cartão do nubank eu nao,['cont'],"['receb', 'mens', 'sm', 'empr', 'diz', 'vantag', 'possu', 'cont', 'eou', 'cart', 'nubank', 'nao']",1,1
Nubank não processou meu estorno,"Fiz o reembolso de uma compra feita pela Shein, que já reembolsou há dias a compra e até agora a Nubank não estornou o valor ...",Outros,nubank não processou meu estorno,fiz o reembolso de uma compra feita pela shein que já reembolsou há dias a compra e até agora a nubank não estornou o valor,"['nubank', 'process', 'estorn']","['fiz', 'reembols', 'compr', 'feit', 'shein', 'reembols', 'dia', 'compr', 'agor', 'nubank', 'estorn', 'val']",1,1
